============================================================
           BRUTE-FORCE NEAR-DUPLICATE DETECTION            
============================================================

=== Parameters ===
Shingle size (k): 4
Similarity threshold: 0.7
Total comparisons: 999900
Execution time: 124.520 seconds

=== Detection Results ===
Query Document           Matched Corpus           Similarity
  [OK] IELTS_061_VAR_087 -> IELTS_061 (sim: 0.8914)
  [OK] IELTS_061_VAR_088 -> IELTS_061 (sim: 0.8607)
  [OK] IELTS_061_VAR_089 -> IELTS_061 (sim: 0.8831)
  [OK] IELTS_061_VAR_090 -> IELTS_061 (sim: 0.8479)
  [OK] IELTS_061_VAR_091 -> IELTS_061 (sim: 0.8587)
  [OK] IELTS_061_VAR_092 -> IELTS_061 (sim: 0.8853)
  [OK] IELTS_061_VAR_093 -> IELTS_061 (sim: 0.8295)
  [OK] IELTS_061_VAR_094 -> IELTS_061 (sim: 0.8721)
  [OK] IELTS_061_VAR_095 -> IELTS_061 (sim: 0.8658)
  [OK] IELTS_061_VAR_096 -> IELTS_061 (sim: 0.8801)
  [OK] IELTS_061_VAR_097 -> IELTS_061 (sim: 0.8752)
  [OK] IELTS_061_VAR_098 -> IELTS_061 (sim: 0.8870)
  [OK] IELTS_061_VAR_099 -> IELTS_061 (sim: 0.8715)
  [OK] IELTS_061_VAR_100 -> IELTS_061 (sim: 0.8698)
  [OK] IELTS_062_VAR_001 -> IELTS_062 (sim: 0.9419)
  [OK] IELTS_062_VAR_002 -> IELTS_062 (sim: 0.9292)
  [OK] IELTS_062_VAR_003 -> IELTS_062 (sim: 0.9895)
  [OK] IELTS_062_VAR_004 -> IELTS_062 (sim: 0.9461)
  [OK] IELTS_062_VAR_005 -> IELTS_062 (sim: 0.9220)
  [OK] IELTS_062_VAR_006 -> IELTS_062 (sim: 0.9230)
  [OK] IELTS_062_VAR_007 -> IELTS_062 (sim: 0.9536)
  [OK] IELTS_062_VAR_008 -> IELTS_062 (sim: 0.9481)
  [OK] IELTS_062_VAR_009 -> IELTS_062 (sim: 0.9385)
  [OK] IELTS_062_VAR_010 -> IELTS_062 (sim: 0.9515)
  [OK] IELTS_062_VAR_011 -> IELTS_062 (sim: 0.9495)
  [OK] IELTS_062_VAR_012 -> IELTS_062 (sim: 0.9250)
  [OK] IELTS_062_VAR_013 -> IELTS_062 (sim: 0.9615)
  [OK] IELTS_062_VAR_014 -> IELTS_062 (sim: 0.9581)
  [OK] IELTS_062_VAR_015 -> IELTS_062 (sim: 0.9313)
  [OK] IELTS_062_VAR_016 -> IELTS_062 (sim: 0.9701)
  [OK] IELTS_062_VAR_017 -> IELTS_062 (sim: 0.9374)
  [OK] IELTS_062_VAR_018 -> IELTS_062 (sim: 0.9449)
  [OK] IELTS_062_VAR_019 -> IELTS_062 (sim: 0.9895)
  [OK] IELTS_062_VAR_020 -> IELTS_062 (sim: 0.9656)
  [OK] IELTS_062_VAR_021 -> IELTS_062 (sim: 0.9626)
  [OK] IELTS_062_VAR_022 -> IELTS_062 (sim: 0.9376)
  [OK] IELTS_062_VAR_023 -> IELTS_062 (sim: 0.9503)
  [OK] IELTS_062_VAR_024 -> IELTS_062 (sim: 0.9545)
  [OK] IELTS_062_VAR_025 -> IELTS_062 (sim: 0.9397)
  [OK] IELTS_062_VAR_026 -> IELTS_062 (sim: 0.9491)
  [OK] IELTS_062_VAR_027 -> IELTS_062 (sim: 0.9473)
  [OK] IELTS_062_VAR_028 -> IELTS_062 (sim: 0.9690)
  [OK] IELTS_062_VAR_029 -> IELTS_062 (sim: 0.9622)
  [OK] IELTS_062_VAR_030 -> IELTS_062 (sim: 0.9515)
  [OK] IELTS_062_VAR_031 -> IELTS_062 (sim: 0.9872)
  [OK] IELTS_062_VAR_032 -> IELTS_062 (sim: 0.9737)
  [OK] IELTS_062_VAR_033 -> IELTS_062 (sim: 0.9417)
  [OK] IELTS_062_VAR_034 -> IELTS_062 (sim: 0.9243)
  [OK] IELTS_062_VAR_035 -> IELTS_062 (sim: 0.9692)
  [OK] IELTS_062_VAR_036 -> IELTS_062 (sim: 0.8743)
  [OK] IELTS_062_VAR_037 -> IELTS_062 (sim: 0.8722)
  [OK] IELTS_062_VAR_038 -> IELTS_062 (sim: 0.8983)
  [OK] IELTS_062_VAR_039 -> IELTS_062 (sim: 0.9000)
  [OK] IELTS_062_VAR_040 -> IELTS_062 (sim: 0.8745)
  [OK] IELTS_062_VAR_041 -> IELTS_062 (sim: 0.9109)
  [OK] IELTS_062_VAR_042 -> IELTS_062 (sim: 0.9188)
  [OK] IELTS_062_VAR_043 -> IELTS_062 (sim: 0.9011)
  [OK] IELTS_062_VAR_044 -> IELTS_062 (sim: 0.9137)
  [OK] IELTS_062_VAR_045 -> IELTS_062 (sim: 0.9037)
  [OK] IELTS_062_VAR_046 -> IELTS_062 (sim: 0.9252)
  [OK] IELTS_062_VAR_047 -> IELTS_062 (sim: 0.9035)
  [OK] IELTS_062_VAR_048 -> IELTS_062 (sim: 0.8789)
  [OK] IELTS_062_VAR_049 -> IELTS_062 (sim: 0.8797)
  [OK] IELTS_062_VAR_050 -> IELTS_062 (sim: 0.9279)
  [OK] IELTS_062_VAR_051 -> IELTS_062 (sim: 0.8755)
  [OK] IELTS_062_VAR_052 -> IELTS_062 (sim: 0.9006)
  [OK] IELTS_062_VAR_053 -> IELTS_062 (sim: 0.9038)
  [OK] IELTS_062_VAR_054 -> IELTS_062 (sim: 0.9344)
  [OK] IELTS_062_VAR_055 -> IELTS_062 (sim: 0.9058)
  [OK] IELTS_062_VAR_056 -> IELTS_062 (sim: 0.8855)
  [OK] IELTS_062_VAR_057 -> IELTS_062 (sim: 0.9001)
  [OK] IELTS_062_VAR_058 -> IELTS_062 (sim: 0.9018)
  [OK] IELTS_062_VAR_059 -> IELTS_062 (sim: 0.8852)
  [OK] IELTS_062_VAR_060 -> IELTS_062 (sim: 0.9016)
  [OK] IELTS_062_VAR_061 -> IELTS_062 (sim: 0.8774)
  [OK] IELTS_062_VAR_062 -> IELTS_062 (sim: 0.9187)
  [OK] IELTS_062_VAR_063 -> IELTS_062 (sim: 0.8486)
  [OK] IELTS_062_VAR_064 -> IELTS_062 (sim: 0.9135)
  [OK] IELTS_062_VAR_065 -> IELTS_062 (sim: 0.9147)
  [OK] IELTS_062_VAR_066 -> IELTS_062 (sim: 0.9110)
  [OK] IELTS_062_VAR_067 -> IELTS_062 (sim: 0.9246)
  [OK] IELTS_062_VAR_068 -> IELTS_062 (sim: 0.9090)
  [OK] IELTS_062_VAR_069 -> IELTS_062 (sim: 0.8836)
  [OK] IELTS_062_VAR_070 -> IELTS_062 (sim: 0.9073)
  [OK] IELTS_062_VAR_071 -> IELTS_062 (sim: 0.8627)
  [OK] IELTS_062_VAR_072 -> IELTS_062 (sim: 0.8469)
  [OK] IELTS_062_VAR_073 -> IELTS_062 (sim: 0.8596)
  [OK] IELTS_062_VAR_074 -> IELTS_062 (sim: 0.8389)
  [OK] IELTS_062_VAR_075 -> IELTS_062 (sim: 0.8564)
  [OK] IELTS_062_VAR_076 -> IELTS_062 (sim: 0.8439)
  [OK] IELTS_062_VAR_077 -> IELTS_062 (sim: 0.8361)
  [OK] IELTS_062_VAR_078 -> IELTS_062 (sim: 0.8633)
  [OK] IELTS_062_VAR_079 -> IELTS_062 (sim: 0.8532)
  [OK] IELTS_062_VAR_080 -> IELTS_062 (sim: 0.8494)
  [OK] IELTS_062_VAR_081 -> IELTS_062 (sim: 0.8492)
  [OK] IELTS_062_VAR_082 -> IELTS_062 (sim: 0.8316)
  [OK] IELTS_062_VAR_083 -> IELTS_062 (sim: 0.8782)
  [OK] IELTS_062_VAR_084 -> IELTS_062 (sim: 0.8387)
  [OK] IELTS_062_VAR_085 -> IELTS_062 (sim: 0.8564)
  [OK] IELTS_062_VAR_086 -> IELTS_062 (sim: 0.8574)
  [OK] IELTS_062_VAR_087 -> IELTS_062 (sim: 0.8636)
  [OK] IELTS_062_VAR_088 -> IELTS_062 (sim: 0.8508)
  [OK] IELTS_062_VAR_089 -> IELTS_062 (sim: 0.8532)
  [OK] IELTS_062_VAR_090 -> IELTS_062 (sim: 0.8617)
  [OK] IELTS_062_VAR_091 -> IELTS_062 (sim: 0.8507)
  [OK] IELTS_062_VAR_092 -> IELTS_062 (sim: 0.8514)
  [OK] IELTS_062_VAR_093 -> IELTS_062 (sim: 0.8812)
  [OK] IELTS_062_VAR_094 -> IELTS_062 (sim: 0.8473)
  [OK] IELTS_062_VAR_095 -> IELTS_062 (sim: 0.8593)
  [OK] IELTS_062_VAR_096 -> IELTS_062 (sim: 0.8370)
  [OK] IELTS_062_VAR_097 -> IELTS_062 (sim: 0.8579)
  [OK] IELTS_062_VAR_098 -> IELTS_062 (sim: 0.8559)
  [OK] IELTS_062_VAR_099 -> IELTS_062 (sim: 0.8530)
  [OK] IELTS_062_VAR_100 -> IELTS_062 (sim: 0.8321)
  [OK] IELTS_063_VAR_001 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_002 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_003 -> IELTS_063 (sim: 0.9697)
  [OK] IELTS_063_VAR_004 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_005 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_006 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_007 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_008 -> IELTS_063 (sim: 0.9697)
  [OK] IELTS_063_VAR_009 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_010 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_011 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_012 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_013 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_014 -> IELTS_063 (sim: 0.9763)
  [OK] IELTS_063_VAR_015 -> IELTS_063 (sim: 0.9746)
  [OK] IELTS_063_VAR_016 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_017 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_018 -> IELTS_063 (sim: 0.9763)
  [OK] IELTS_063_VAR_019 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_020 -> IELTS_063 (sim: 0.9697)
  [OK] IELTS_063_VAR_021 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_022 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_023 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_024 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_025 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_026 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_027 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_028 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_029 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_030 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_031 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_032 -> IELTS_063 (sim: 0.9697)
  [OK] IELTS_063_VAR_033 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_034 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_035 -> IELTS_063 (sim: 0.9763)
  [OK] IELTS_063_VAR_036 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_037 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_038 -> IELTS_063 (sim: 0.9413)
  [OK] IELTS_063_VAR_039 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_040 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_041 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_042 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_043 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_044 -> IELTS_063 (sim: 0.9254)
  [OK] IELTS_063_VAR_045 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_046 -> IELTS_063 (sim: 0.9294)
  [OK] IELTS_063_VAR_047 -> IELTS_063 (sim: 0.9143)
  [OK] IELTS_063_VAR_048 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_049 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_050 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_051 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_052 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_053 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_054 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_055 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_056 -> IELTS_063 (sim: 0.9337)
  [OK] IELTS_063_VAR_057 -> IELTS_063 (sim: 0.9461)
  [OK] IELTS_063_VAR_058 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_059 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_060 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_061 -> IELTS_063 (sim: 0.9252)
  [OK] IELTS_063_VAR_062 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_063 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_064 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_065 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_066 -> IELTS_063 (sim: 0.9217)
  [OK] IELTS_063_VAR_067 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_068 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_069 -> IELTS_063 (sim: 0.9242)
  [OK] IELTS_063_VAR_070 -> IELTS_063 (sim: 0.9616)
  [OK] IELTS_063_VAR_071 -> IELTS_063 (sim: 0.9012)
  [OK] IELTS_063_VAR_072 -> IELTS_063 (sim: 0.9079)
  [OK] IELTS_063_VAR_073 -> IELTS_063 (sim: 0.8982)
  [OK] IELTS_063_VAR_074 -> IELTS_063 (sim: 0.9392)
  [OK] IELTS_063_VAR_075 -> IELTS_063 (sim: 0.9057)
  [OK] IELTS_063_VAR_076 -> IELTS_063 (sim: 0.9161)
  [OK] IELTS_063_VAR_077 -> IELTS_063 (sim: 0.9025)
  [OK] IELTS_063_VAR_078 -> IELTS_063 (sim: 0.8970)
  [OK] IELTS_063_VAR_079 -> IELTS_063 (sim: 0.9089)
  [OK] IELTS_063_VAR_080 -> IELTS_063 (sim: 0.8932)
  [OK] IELTS_063_VAR_081 -> IELTS_063 (sim: 0.8997)
  [OK] IELTS_063_VAR_082 -> IELTS_063 (sim: 0.8854)
  [OK] IELTS_063_VAR_083 -> IELTS_063 (sim: 0.9083)
  [OK] IELTS_063_VAR_084 -> IELTS_063 (sim: 0.9007)
  [OK] IELTS_063_VAR_085 -> IELTS_063 (sim: 0.9161)
  [OK] IELTS_063_VAR_086 -> IELTS_063 (sim: 0.9097)
  [OK] IELTS_063_VAR_087 -> IELTS_063 (sim: 0.9167)
  [OK] IELTS_063_VAR_088 -> IELTS_063 (sim: 0.9118)
  [OK] IELTS_063_VAR_089 -> IELTS_063 (sim: 0.9028)
  [OK] IELTS_063_VAR_090 -> IELTS_063 (sim: 0.9256)
  [OK] IELTS_063_VAR_091 -> IELTS_063 (sim: 0.9074)
  [OK] IELTS_063_VAR_092 -> IELTS_063 (sim: 0.9221)
  [OK] IELTS_063_VAR_093 -> IELTS_063 (sim: 0.9089)
  [OK] IELTS_063_VAR_094 -> IELTS_063 (sim: 0.9140)
  [OK] IELTS_063_VAR_095 -> IELTS_063 (sim: 0.9053)
  [OK] IELTS_063_VAR_096 -> IELTS_063 (sim: 0.8962)
  [OK] IELTS_063_VAR_097 -> IELTS_063 (sim: 0.8979)
  [OK] IELTS_063_VAR_098 -> IELTS_063 (sim: 0.9174)
  [OK] IELTS_063_VAR_099 -> IELTS_063 (sim: 0.9107)
  [OK] IELTS_063_VAR_100 -> IELTS_063 (sim: 0.8972)
  [OK] IELTS_064_VAR_001 -> IELTS_064 (sim: 0.9719)
  [OK] IELTS_064_VAR_002 -> IELTS_064 (sim: 0.9590)
  [OK] IELTS_064_VAR_003 -> IELTS_064 (sim: 0.9591)
  [OK] IELTS_064_VAR_004 -> IELTS_064 (sim: 0.9603)
  [OK] IELTS_064_VAR_005 -> IELTS_064 (sim: 0.9504)
  [OK] IELTS_064_VAR_006 -> IELTS_064 (sim: 0.9768)
  [OK] IELTS_064_VAR_007 -> IELTS_064 (sim: 0.9562)
  [OK] IELTS_064_VAR_008 -> IELTS_064 (sim: 0.9505)
  [OK] IELTS_064_VAR_009 -> IELTS_064 (sim: 0.9584)
  [OK] IELTS_064_VAR_010 -> IELTS_064 (sim: 0.9580)
  [OK] IELTS_064_VAR_011 -> IELTS_064 (sim: 0.9737)
  [OK] IELTS_064_VAR_012 -> IELTS_064 (sim: 0.9619)
  [OK] IELTS_064_VAR_013 -> IELTS_064 (sim: 0.9486)
  [OK] IELTS_064_VAR_014 -> IELTS_064 (sim: 0.9768)
  [OK] IELTS_064_VAR_015 -> IELTS_064 (sim: 0.9648)
  [OK] IELTS_064_VAR_016 -> IELTS_064 (sim: 0.9591)
  [OK] IELTS_064_VAR_017 -> IELTS_064 (sim: 0.9630)
  [OK] IELTS_064_VAR_018 -> IELTS_064 (sim: 0.9543)
  [OK] IELTS_064_VAR_019 -> IELTS_064 (sim: 0.9768)
  [OK] IELTS_064_VAR_020 -> IELTS_064 (sim: 0.9544)
  [OK] IELTS_064_VAR_021 -> IELTS_064 (sim: 0.9660)
  [OK] IELTS_064_VAR_022 -> IELTS_064 (sim: 0.9486)
  [OK] IELTS_064_VAR_023 -> IELTS_064 (sim: 0.9612)
  [OK] IELTS_064_VAR_024 -> IELTS_064 (sim: 0.9687)
  [OK] IELTS_064_VAR_025 -> IELTS_064 (sim: 0.9668)
  [OK] IELTS_064_VAR_026 -> IELTS_064 (sim: 0.9610)
  [OK] IELTS_064_VAR_027 -> IELTS_064 (sim: 0.9677)
  [OK] IELTS_064_VAR_028 -> IELTS_064 (sim: 0.9610)
  [OK] IELTS_064_VAR_029 -> IELTS_064 (sim: 0.9786)
  [OK] IELTS_064_VAR_030 -> IELTS_064 (sim: 0.9768)
  [OK] IELTS_064_VAR_031 -> IELTS_064 (sim: 0.9449)
  [OK] IELTS_064_VAR_032 -> IELTS_064 (sim: 0.9768)
  [OK] IELTS_064_VAR_033 -> IELTS_064 (sim: 0.9659)
  [OK] IELTS_064_VAR_034 -> IELTS_064 (sim: 0.9697)
  [OK] IELTS_064_VAR_035 -> IELTS_064 (sim: 0.9828)
  [OK] IELTS_064_VAR_036 -> IELTS_064 (sim: 0.9164)
  [OK] IELTS_064_VAR_037 -> IELTS_064 (sim: 0.9390)
  [OK] IELTS_064_VAR_038 -> IELTS_064 (sim: 0.9264)
  [OK] IELTS_064_VAR_039 -> IELTS_064 (sim: 0.9485)
  [OK] IELTS_064_VAR_040 -> IELTS_064 (sim: 0.9169)
  [OK] IELTS_064_VAR_041 -> IELTS_064 (sim: 0.9084)
  [OK] IELTS_064_VAR_042 -> IELTS_064 (sim: 0.9298)
  [OK] IELTS_064_VAR_043 -> IELTS_064 (sim: 0.9421)
  [OK] IELTS_064_VAR_044 -> IELTS_064 (sim: 0.9337)
  [OK] IELTS_064_VAR_045 -> IELTS_064 (sim: 0.9309)
  [OK] IELTS_064_VAR_046 -> IELTS_064 (sim: 0.9022)
  [OK] IELTS_064_VAR_047 -> IELTS_064 (sim: 0.9517)
  [OK] IELTS_064_VAR_048 -> IELTS_064 (sim: 0.9411)
  [OK] IELTS_064_VAR_049 -> IELTS_064 (sim: 0.9282)
  [OK] IELTS_064_VAR_050 -> IELTS_064 (sim: 0.9143)
  [OK] IELTS_064_VAR_051 -> IELTS_064 (sim: 0.9448)
  [OK] IELTS_064_VAR_052 -> IELTS_064 (sim: 0.9132)
  [OK] IELTS_064_VAR_053 -> IELTS_064 (sim: 0.9183)
  [OK] IELTS_064_VAR_054 -> IELTS_064 (sim: 0.9562)
  [OK] IELTS_064_VAR_055 -> IELTS_064 (sim: 0.9053)
  [OK] IELTS_064_VAR_056 -> IELTS_064 (sim: 0.9390)
  [OK] IELTS_064_VAR_057 -> IELTS_064 (sim: 0.9276)
  [OK] IELTS_064_VAR_058 -> IELTS_064 (sim: 0.9327)
  [OK] IELTS_064_VAR_059 -> IELTS_064 (sim: 0.9155)
  [OK] IELTS_064_VAR_060 -> IELTS_064 (sim: 0.9346)
  [OK] IELTS_064_VAR_061 -> IELTS_064 (sim: 0.9273)
  [OK] IELTS_064_VAR_062 -> IELTS_064 (sim: 0.9486)
  [OK] IELTS_064_VAR_063 -> IELTS_064 (sim: 0.9572)
  [OK] IELTS_064_VAR_064 -> IELTS_064 (sim: 0.9282)
  [OK] IELTS_064_VAR_065 -> IELTS_064 (sim: 0.9440)
  [OK] IELTS_064_VAR_066 -> IELTS_064 (sim: 0.9336)
  [OK] IELTS_064_VAR_067 -> IELTS_064 (sim: 0.9466)
  [OK] IELTS_064_VAR_068 -> IELTS_064 (sim: 0.9429)
  [OK] IELTS_064_VAR_069 -> IELTS_064 (sim: 0.9167)
  [OK] IELTS_064_VAR_070 -> IELTS_064 (sim: 0.9487)
  [OK] IELTS_064_VAR_071 -> IELTS_064 (sim: 0.8824)
  [OK] IELTS_064_VAR_072 -> IELTS_064 (sim: 0.9056)
  [OK] IELTS_064_VAR_073 -> IELTS_064 (sim: 0.8918)
  [OK] IELTS_064_VAR_074 -> IELTS_064 (sim: 0.8872)
  [OK] IELTS_064_VAR_075 -> IELTS_064 (sim: 0.9012)
  [OK] IELTS_064_VAR_076 -> IELTS_064 (sim: 0.9069)
  [OK] IELTS_064_VAR_077 -> IELTS_064 (sim: 0.9025)
  [OK] IELTS_064_VAR_078 -> IELTS_064 (sim: 0.8905)
  [OK] IELTS_064_VAR_079 -> IELTS_064 (sim: 0.9000)
  [OK] IELTS_064_VAR_080 -> IELTS_064 (sim: 0.9309)
  [OK] IELTS_064_VAR_081 -> IELTS_064 (sim: 0.8919)
  [OK] IELTS_064_VAR_082 -> IELTS_064 (sim: 0.9115)
  [OK] IELTS_064_VAR_083 -> IELTS_064 (sim: 0.9023)
  [OK] IELTS_064_VAR_084 -> IELTS_064 (sim: 0.9206)
  [OK] IELTS_064_VAR_085 -> IELTS_064 (sim: 0.8856)
  [OK] IELTS_064_VAR_086 -> IELTS_064 (sim: 0.8953)
  [OK] IELTS_064_VAR_087 -> IELTS_064 (sim: 0.9090)
  [OK] IELTS_064_VAR_088 -> IELTS_064 (sim: 0.8939)
  [OK] IELTS_064_VAR_089 -> IELTS_064 (sim: 0.9046)
  [OK] IELTS_064_VAR_090 -> IELTS_064 (sim: 0.9164)
  [OK] IELTS_064_VAR_091 -> IELTS_064 (sim: 0.9033)
  [OK] IELTS_064_VAR_092 -> IELTS_064 (sim: 0.8935)
  [OK] IELTS_064_VAR_093 -> IELTS_064 (sim: 0.8980)
  [OK] IELTS_064_VAR_094 -> IELTS_064 (sim: 0.9216)
  [OK] IELTS_064_VAR_095 -> IELTS_064 (sim: 0.8836)
  [OK] IELTS_064_VAR_096 -> IELTS_064 (sim: 0.9032)
  [OK] IELTS_064_VAR_097 -> IELTS_064 (sim: 0.8970)
  [OK] IELTS_064_VAR_098 -> IELTS_064 (sim: 0.9023)
  [OK] IELTS_064_VAR_099 -> IELTS_064 (sim: 0.9054)
  [OK] IELTS_064_VAR_100 -> IELTS_064 (sim: 0.8983)
  [OK] IELTS_065_VAR_001 -> IELTS_065 (sim: 0.9545)
  [OK] IELTS_065_VAR_002 -> IELTS_065 (sim: 0.9617)
  [OK] IELTS_065_VAR_003 -> IELTS_065 (sim: 0.9588)
  [OK] IELTS_065_VAR_004 -> IELTS_065 (sim: 0.9775)
  [OK] IELTS_065_VAR_005 -> IELTS_065 (sim: 0.9775)
  [OK] IELTS_065_VAR_006 -> IELTS_065 (sim: 0.9391)
  [OK] IELTS_065_VAR_007 -> IELTS_065 (sim: 0.9820)
  [OK] IELTS_065_VAR_008 -> IELTS_065 (sim: 0.9746)
  [OK] IELTS_065_VAR_009 -> IELTS_065 (sim: 0.9775)
  [OK] IELTS_065_VAR_010 -> IELTS_065 (sim: 0.9617)
  [OK] IELTS_065_VAR_011 -> IELTS_065 (sim: 0.9732)
  [OK] IELTS_065_VAR_012 -> IELTS_065 (sim: 0.9615)
  [OK] IELTS_065_VAR_013 -> IELTS_065 (sim: 0.9732)
  [OK] IELTS_065_VAR_014 -> IELTS_065 (sim: 0.9688)
  [OK] IELTS_065_VAR_015 -> IELTS_065 (sim: 0.9674)
  [OK] IELTS_065_VAR_016 -> IELTS_065 (sim: 0.9746)
  [OK] IELTS_065_VAR_017 -> IELTS_065 (sim: 0.9406)
  [OK] IELTS_065_VAR_018 -> IELTS_065 (sim: 0.9732)
  [OK] IELTS_065_VAR_019 -> IELTS_065 (sim: 0.9461)
  [OK] IELTS_065_VAR_020 -> IELTS_065 (sim: 0.9491)
  [OK] IELTS_065_VAR_021 -> IELTS_065 (sim: 0.9503)
  [OK] IELTS_065_VAR_022 -> IELTS_065 (sim: 0.9615)
  [OK] IELTS_065_VAR_023 -> IELTS_065 (sim: 0.9545)
  [OK] IELTS_065_VAR_024 -> IELTS_065 (sim: 0.9547)
  [OK] IELTS_065_VAR_025 -> IELTS_065 (sim: 0.9488)
  [OK] IELTS_065_VAR_026 -> IELTS_065 (sim: 0.9574)
  [OK] IELTS_065_VAR_027 -> IELTS_065 (sim: 0.9311)
  [OK] IELTS_065_VAR_028 -> IELTS_065 (sim: 0.9419)
  [OK] IELTS_065_VAR_029 -> IELTS_065 (sim: 0.9574)
  [OK] IELTS_065_VAR_030 -> IELTS_065 (sim: 0.9834)
  [OK] IELTS_065_VAR_031 -> IELTS_065 (sim: 0.9603)
  [OK] IELTS_065_VAR_032 -> IELTS_065 (sim: 0.9574)
  [OK] IELTS_065_VAR_033 -> IELTS_065 (sim: 0.9560)
  [OK] IELTS_065_VAR_034 -> IELTS_065 (sim: 0.9746)
  [OK] IELTS_065_VAR_035 -> IELTS_065 (sim: 0.9746)
  [OK] IELTS_065_VAR_036 -> IELTS_065 (sim: 0.9188)
  [OK] IELTS_065_VAR_037 -> IELTS_065 (sim: 0.9253)
  [OK] IELTS_065_VAR_038 -> IELTS_065 (sim: 0.9097)
  [OK] IELTS_065_VAR_039 -> IELTS_065 (sim: 0.9010)
  [OK] IELTS_065_VAR_040 -> IELTS_065 (sim: 0.9254)
  [OK] IELTS_065_VAR_041 -> IELTS_065 (sim: 0.9079)
  [OK] IELTS_065_VAR_042 -> IELTS_065 (sim: 0.9324)
  [OK] IELTS_065_VAR_043 -> IELTS_065 (sim: 0.9086)
  [OK] IELTS_065_VAR_044 -> IELTS_065 (sim: 0.8961)
  [OK] IELTS_065_VAR_045 -> IELTS_065 (sim: 0.9379)
  [OK] IELTS_065_VAR_046 -> IELTS_065 (sim: 0.9406)
  [OK] IELTS_065_VAR_047 -> IELTS_065 (sim: 0.9296)
  [OK] IELTS_065_VAR_048 -> IELTS_065 (sim: 0.9018)
  [OK] IELTS_065_VAR_049 -> IELTS_065 (sim: 0.9603)
  [OK] IELTS_065_VAR_050 -> IELTS_065 (sim: 0.8944)
  [OK] IELTS_065_VAR_051 -> IELTS_065 (sim: 0.9189)
